Setting,Scenario,Protocol,BottleneckMbps,BaseOwdMs,Flows,SinkPort,Goodput_Mbps,Util,Delay_ms,Jitter_ms,Loss_pct,Jain,Source
udp_burst,asymmetric_high,TcpCubic,1000.0,0.012,3,49153/5000,598.12,0.5981,0.5669,0.0069,0.0431,0.9959,comparison-udp/asymmetric_high_TcpCubic.flowmonitor
udp_burst,asymmetric_high,TcpNewReno,1000.0,0.012,3,49153/5000,573.59,0.5736,0.5041,0.0028,0.0321,0.9986,comparison-udp/asymmetric_high_TcpNewReno.flowmonitor
udp_burst,asymmetric_high,TcpSwift,1000.0,0.012,3,49153/5000,632.31,0.6323,0.5562,0.0067,0.0435,0.9996,comparison-udp/asymmetric_high_TcpSwift.flowmonitor
udp_burst,congested_heavy,TcpBbr,500.0,0.009,3,49153/5000,273.86,0.5477,0.8552,0.0066,0.0263,0.9992,comparison-udp/congested_heavy_TcpBbr.flowmonitor
udp_burst,congested_heavy,TcpCubic,500.0,0.009,3,49153/5000,274.93,0.5499,0.8565,0.0052,0.0316,0.9971,comparison-udp/congested_heavy_TcpCubic.flowmonitor
udp_burst,congested_heavy,TcpNewReno,500.0,0.009,3,49153/5000,268.88,0.5378,0.829,0.0104,0.0261,0.9925,comparison-udp/congested_heavy_TcpNewReno.flowmonitor
udp_burst,congested_heavy,TcpSwift,500.0,0.009,3,49153/5000,283.51,0.567,0.864,0.0064,0.0254,0.9996,comparison-udp/congested_heavy_TcpSwift.flowmonitor
udp_burst,congested_light,TcpBbr,5000.0,0.009,3,49153/5000,2735.68,0.5471,0.0838,0.0004,0.0236,0.9988,comparison-udp/congested_light_TcpBbr.flowmonitor
udp_burst,congested_light,TcpCubic,5000.0,0.009,3,49153/5000,2956.12,0.5912,0.105,0.0002,0.0396,0.9998,comparison-udp/congested_light_TcpCubic.flowmonitor
udp_burst,congested_light,TcpNewReno,5000.0,0.009,3,49153/5000,2788.08,0.5576,0.0893,0.001,0.0286,0.9995,comparison-udp/congested_light_TcpNewReno.flowmonitor
udp_burst,congested_light,TcpSwift,5000.0,0.009,3,49153/5000,3040.7,0.6081,0.0865,0.0004,0.0284,0.9982,comparison-udp/congested_light_TcpSwift.flowmonitor
udp_burst,congested_medium,TcpBbr,2000.0,0.009,3,49153/5000,1207.86,0.6039,0.2446,0.0026,0.0354,0.9997,comparison-udp/congested_medium_TcpBbr.flowmonitor
udp_burst,congested_medium,TcpCubic,2000.0,0.009,3,49153/5000,1179.31,0.5897,0.239,0.0013,0.0304,0.9991,comparison-udp/congested_medium_TcpCubic.flowmonitor
udp_burst,congested_medium,TcpNewReno,2000.0,0.009,3,49153/5000,1144.61,0.5723,0.2156,0.0021,0.0282,0.9969,comparison-udp/congested_medium_TcpNewReno.flowmonitor
udp_burst,congested_medium,TcpSwift,2000.0,0.009,3,49153/5000,1240.68,0.6203,0.242,0.002,0.0337,0.9999,comparison-udp/congested_medium_TcpSwift.flowmonitor
udp_burst,cross_dc_wan,TcpBbr,1000.0,5.02,3,49153/5000,590.07,0.5901,5.4771,0.0316,0.0245,0.9985,comparison-udp/cross_dc_wan_TcpBbr.flowmonitor
udp_burst,cross_dc_wan,TcpCubic,1000.0,5.02,3,49153/5000,614.83,0.6148,5.5203,0.0215,0.0386,0.9973,comparison-udp/cross_dc_wan_TcpCubic.flowmonitor
udp_burst,cross_dc_wan,TcpNewReno,1000.0,5.02,3,49153/5000,569.82,0.5698,5.486,0.0233,0.0234,0.9958,comparison-udp/cross_dc_wan_TcpNewReno.flowmonitor
udp_burst,cross_dc_wan,TcpSwift,1000.0,5.02,3,49153/5000,639.46,0.6395,5.4707,0.0219,0.0205,0.9973,comparison-udp/cross_dc_wan_TcpSwift.flowmonitor
udp_burst,cross_pod_10g,TcpBbr,10000.0,0.06,3,49153/5000,5871.54,0.5872,0.1019,0.0004,0.0207,0.9999,comparison-udp/cross_pod_10g_TcpBbr.flowmonitor
udp_burst,cross_pod_10g,TcpCubic,10000.0,0.06,3,49153/5000,5863.76,0.5864,0.1022,0.0013,0.0245,0.9996,comparison-udp/cross_pod_10g_TcpCubic.flowmonitor
udp_burst,cross_pod_10g,TcpNewReno,10000.0,0.06,3,49153/5000,5810.54,0.5811,0.1045,0.001,0.0225,0.9961,comparison-udp/cross_pod_10g_TcpNewReno.flowmonitor
udp_burst,cross_pod_10g,TcpSwift,10000.0,0.06,3,49153/5000,6126.72,0.6127,0.1039,0.001,0.0213,0.9994,comparison-udp/cross_pod_10g_TcpSwift.flowmonitor
udp_burst,cross_pod_20g,TcpBbr,20000.0,0.06,3,49153/5000,11298.43,0.5649,0.0771,0.0008,0.0261,0.9995,comparison-udp/cross_pod_20g_TcpBbr.flowmonitor
udp_burst,cross_pod_20g,TcpCubic,20000.0,0.06,3,49153/5000,11395.26,0.5698,0.0817,0.0008,0.0286,0.9991,comparison-udp/cross_pod_20g_TcpCubic.flowmonitor
udp_burst,cross_pod_20g,TcpNewReno,20000.0,0.06,3,49153/5000,11329.53,0.5665,0.0842,0.0008,0.0175,0.9996,comparison-udp/cross_pod_20g_TcpNewReno.flowmonitor
udp_burst,cross_pod_20g,TcpSwift,20000.0,0.06,3,49153/5000,11685.35,0.5843,0.0788,0.0007,0.027,1.0,comparison-udp/cross_pod_20g_TcpSwift.flowmonitor
udp_burst,dc_100g,TcpBbr,100000.0,0.004,3,49153/5000,61085.79,0.6109,0.0086,0.0001,0.0296,0.9993,comparison-udp/dc_100g_TcpBbr.flowmonitor
udp_burst,dc_100g,TcpCubic,100000.0,0.004,3,49153/5000,61822.12,0.6182,0.0091,0.0,0.0288,0.9978,comparison-udp/dc_100g_TcpCubic.flowmonitor
udp_burst,dc_100g,TcpNewReno,100000.0,0.004,3,49153/5000,59644.84,0.5964,0.0086,0.0,0.0212,0.999,comparison-udp/dc_100g_TcpNewReno.flowmonitor
udp_burst,dc_100g,TcpSwift,100000.0,0.004,3,49153/5000,63228.2,0.6323,0.0087,0.0,0.0285,1.0,comparison-udp/dc_100g_TcpSwift.flowmonitor
udp_burst,dc_100m,TcpBbr,100.0,0.009,3,49153/5000,58.71,0.5871,4.229,0.0174,0.0284,0.9975,comparison-udp/dc_100m_TcpBbr.flowmonitor
udp_burst,dc_100m,TcpCubic,100.0,0.009,3,49153/5000,60.2,0.602,4.8316,0.053,0.0247,0.9997,comparison-udp/dc_100m_TcpCubic.flowmonitor
udp_burst,dc_100m,TcpNewReno,100.0,0.009,3,49153/5000,57.64,0.5764,4.362,0.0518,0.0237,0.9984,comparison-udp/dc_100m_TcpNewReno.flowmonitor
udp_burst,dc_100m,TcpSwift,100.0,0.009,3,49153/5000,62.02,0.6202,4.2242,0.0496,0.0221,1.0,comparison-udp/dc_100m_TcpSwift.flowmonitor
udp_burst,dc_500m,TcpBbr,500.0,0.009,3,49153/5000,285.43,0.5709,0.8622,0.008,0.025,0.9988,comparison-udp/dc_500m_TcpBbr.flowmonitor
udp_burst,dc_500m,TcpCubic,500.0,0.009,3,49153/5000,297.19,0.5944,0.9568,0.0045,0.0346,0.9986,comparison-udp/dc_500m_TcpCubic.flowmonitor
udp_burst,dc_500m,TcpNewReno,500.0,0.009,3,49153/5000,285.28,0.5706,0.8901,0.0111,0.0204,0.9988,comparison-udp/dc_500m_TcpNewReno.flowmonitor
udp_burst,dc_500m,TcpSwift,500.0,0.009,3,49153/5000,311.8,0.6236,0.9077,0.0073,0.0233,0.9999,comparison-udp/dc_500m_TcpSwift.flowmonitor
udp_burst,dc_oversub_10to1,TcpBbr,1000.0,0.009,3,49153/5000,603.24,0.6032,0.4781,0.0045,0.0252,0.9999,comparison-udp/dc_oversub_10to1_TcpBbr.flowmonitor
udp_burst,dc_oversub_10to1,TcpCubic,1000.0,0.009,3,49153/5000,587.87,0.5879,0.4663,0.0054,0.0271,0.9998,comparison-udp/dc_oversub_10to1_TcpCubic.flowmonitor
udp_burst,dc_oversub_10to1,TcpNewReno,1000.0,0.009,3,49153/5000,589.3,0.5893,0.461,0.0022,0.0221,0.9992,comparison-udp/dc_oversub_10to1_TcpNewReno.flowmonitor
udp_burst,dc_oversub_10to1,TcpSwift,1000.0,0.009,3,49153/5000,635.79,0.6358,0.4495,0.0047,0.0241,0.9999,comparison-udp/dc_oversub_10to1_TcpSwift.flowmonitor
udp_burst,intra_rack_10g,TcpBbr,10000.0,0.004,3,49153/5000,5988.66,0.5989,0.0485,0.0002,0.0349,0.9992,comparison-udp/intra_rack_10g_TcpBbr.flowmonitor
udp_burst,intra_rack_10g,TcpCubic,10000.0,0.004,3,49153/5000,6063.06,0.6063,0.0541,0.0006,0.0342,0.9982,comparison-udp/intra_rack_10g_TcpCubic.flowmonitor
udp_burst,intra_rack_10g,TcpNewReno,10000.0,0.004,3,49153/5000,5767.76,0.5768,0.0476,0.0003,0.0236,0.9988,comparison-udp/intra_rack_10g_TcpNewReno.flowmonitor
udp_burst,intra_rack_10g,TcpSwift,10000.0,0.004,3,49153/5000,6295.24,0.6295,0.0477,0.0003,0.0332,0.9997,comparison-udp/intra_rack_10g_TcpSwift.flowmonitor
udp_burst,intra_rack_25g,TcpBbr,25000.0,0.004,3,49153/5000,14268.42,0.5707,0.0197,0.0001,0.0305,0.9997,comparison-udp/intra_rack_25g_TcpBbr.flowmonitor
udp_burst,intra_rack_25g,TcpCubic,25000.0,0.004,3,49153/5000,14888.35,0.5955,0.0232,0.0003,0.0303,0.9999,comparison-udp/intra_rack_25g_TcpCubic.flowmonitor
udp_burst,intra_rack_25g,TcpNewReno,25000.0,0.004,3,49153/5000,14181.82,0.5673,0.0203,0.0002,0.0214,0.9992,comparison-udp/intra_rack_25g_TcpNewReno.flowmonitor
udp_burst,intra_rack_25g,TcpSwift,25000.0,0.004,3,49153/5000,15765.91,0.6306,0.02,0.0002,0.0287,0.9997,comparison-udp/intra_rack_25g_TcpSwift.flowmonitor
udp_burst,leaf_spine_20g,TcpBbr,20000.0,0.009,3,49153/5000,11754.85,0.5877,0.0296,0.0004,0.0326,0.9985,comparison-udp/leaf_spine_20g_TcpBbr.flowmonitor
udp_burst,leaf_spine_20g,TcpCubic,20000.0,0.009,3,49153/5000,12236.36,0.6118,0.0338,0.0003,0.0368,0.9994,comparison-udp/leaf_spine_20g_TcpCubic.flowmonitor
udp_burst,leaf_spine_20g,TcpNewReno,20000.0,0.009,3,49153/5000,11781.96,0.5891,0.0314,0.0001,0.026,0.9999,comparison-udp/leaf_spine_20g_TcpNewReno.flowmonitor
udp_burst,leaf_spine_20g,TcpSwift,20000.0,0.009,3,49153/5000,12721.89,0.6361,0.0303,0.0003,0.0306,0.9998,comparison-udp/leaf_spine_20g_TcpSwift.flowmonitor
udp_burst,leaf_spine_50g,TcpBbr,50000.0,0.009,3,49153/5000,29522.8,0.5905,0.0179,0.0001,0.0351,0.9999,comparison-udp/leaf_spine_50g_TcpBbr.flowmonitor
udp_burst,leaf_spine_50g,TcpCubic,50000.0,0.009,3,49153/5000,29175.54,0.5835,0.018,0.0001,0.0293,0.999,comparison-udp/leaf_spine_50g_TcpCubic.flowmonitor
udp_burst,leaf_spine_50g,TcpNewReno,50000.0,0.009,3,49153/5000,27865.78,0.5573,0.0176,0.0001,0.0227,0.9977,comparison-udp/leaf_spine_50g_TcpNewReno.flowmonitor
udp_burst,leaf_spine_50g,TcpSwift,50000.0,0.009,3,49153/5000,30188.3,0.6038,0.0182,0.0001,0.0242,0.9997,comparison-udp/leaf_spine_50g_TcpSwift.flowmonitor
udp_burst,lte_good,TcpBbr,50.0,30.0,3,49153/5000,27.46,0.5491,37.5074,0.1728,0.0217,0.9993,comparison-udp/lte_good_TcpBbr.flowmonitor
udp_burst,lte_good,TcpCubic,50.0,30.0,3,49153/5000,28.5,0.5699,39.3223,0.4036,0.0209,0.9973,comparison-udp/lte_good_TcpCubic.flowmonitor
udp_burst,lte_good,TcpNewReno,50.0,30.0,3,49153/5000,27.61,0.5522,38.9928,0.3305,0.0302,0.9933,comparison-udp/lte_good_TcpNewReno.flowmonitor
udp_burst,lte_good,TcpSwift,50.0,30.0,3,49153/5000,29.23,0.5846,38.5491,0.3022,0.0244,0.9979,comparison-udp/lte_good_TcpSwift.flowmonitor
udp_burst,lte_poor,TcpBbr,10.0,70.0,3,49153/5000,5.77,0.5767,122.3284,1.829,0.0309,0.9959,comparison-udp/lte_poor_TcpBbr.flowmonitor
udp_burst,lte_poor,TcpCubic,10.0,70.0,3,49153/5000,5.74,0.5737,123.0465,0.4117,0.0311,1.0,comparison-udp/lte_poor_TcpCubic.flowmonitor
udp_burst,lte_poor,TcpNewReno,10.0,70.0,3,49153/5000,5.36,0.5362,111.634,0.8977,0.0333,1.0,comparison-udp/lte_poor_TcpNewReno.flowmonitor
udp_burst,lte_poor,TcpSwift,10.0,70.0,3,49153/5000,5.96,0.596,117.5902,0.8105,0.0299,0.9989,comparison-udp/lte_poor_TcpSwift.flowmonitor
udp_burst,mixed_large_flow,TcpBbr,12500.0,0.014,3,49153/5000,7565.08,0.6052,0.0502,0.0002,0.0339,0.9995,comparison-udp/mixed_large_flow_TcpBbr.flowmonitor
udp_burst,mixed_large_flow,TcpCubic,12500.0,0.014,3,49153/5000,7471.45,0.5977,0.0506,0.0003,0.0318,0.9986,comparison-udp/mixed_large_flow_TcpCubic.flowmonitor
udp_burst,mixed_large_flow,TcpNewReno,12500.0,0.014,3,49153/5000,7345.82,0.5877,0.0488,0.0003,0.03,0.9993,comparison-udp/mixed_large_flow_TcpNewReno.flowmonitor
udp_burst,mixed_large_flow,TcpSwift,12500.0,0.014,3,49153/5000,7759.63,0.6208,0.0495,0.0003,0.0325,0.9997,comparison-udp/mixed_large_flow_TcpSwift.flowmonitor
udp_burst,mixed_small_flow,TcpBbr,2000.0,0.014,3,49153/5000,1173.13,0.5866,0.2374,0.0018,0.0314,0.9999,comparison-udp/mixed_small_flow_TcpBbr.flowmonitor
udp_burst,mixed_small_flow,TcpCubic,2000.0,0.014,3,49153/5000,1196.38,0.5982,0.259,0.0015,0.0323,0.9991,comparison-udp/mixed_small_flow_TcpCubic.flowmonitor
udp_burst,mixed_small_flow,TcpNewReno,2000.0,0.014,3,49153/5000,1157.17,0.5786,0.2397,0.0012,0.0253,0.9982,comparison-udp/mixed_small_flow_TcpNewReno.flowmonitor
udp_burst,mixed_small_flow,TcpSwift,2000.0,0.014,3,49153/5000,1222.8,0.6114,0.2364,0.0015,0.0272,0.9993,comparison-udp/mixed_small_flow_TcpSwift.flowmonitor
udp_burst,nr_5g_edge,TcpBbr,100.0,14.0,3,49153/5000,55.99,0.5599,18.1759,0.1172,0.0319,0.9988,comparison-udp/nr_5g_edge_TcpBbr.flowmonitor
udp_burst,nr_5g_edge,TcpCubic,100.0,14.0,3,49153/5000,58.57,0.5857,19.3725,0.1958,0.0386,0.9913,comparison-udp/nr_5g_edge_TcpCubic.flowmonitor
udp_burst,nr_5g_edge,TcpNewReno,100.0,14.0,3,49153/5000,55.91,0.5591,19.5612,0.1802,0.0245,0.9972,comparison-udp/nr_5g_edge_TcpNewReno.flowmonitor
udp_burst,nr_5g_edge,TcpSwift,100.0,14.0,3,49153/5000,60.77,0.6077,19.6104,0.1668,0.0284,0.9991,comparison-udp/nr_5g_edge_TcpSwift.flowmonitor
udp_burst,nr_5g_embb,TcpBbr,500.0,7.0,3,49153/5000,270.8,0.5416,7.5046,0.0802,0.02,0.9976,comparison-udp/nr_5g_embb_TcpBbr.flowmonitor
udp_burst,nr_5g_embb,TcpCubic,500.0,7.0,3,49153/5000,281.11,0.5622,7.732,0.0368,0.0322,0.9937,comparison-udp/nr_5g_embb_TcpCubic.flowmonitor
udp_burst,nr_5g_embb,TcpNewReno,500.0,7.0,3,49153/5000,272.13,0.5443,8.1051,0.0299,0.0201,0.9954,comparison-udp/nr_5g_embb_TcpNewReno.flowmonitor
udp_burst,nr_5g_embb,TcpSwift,500.0,7.0,3,49153/5000,295.96,0.5919,7.4799,0.0346,0.0201,0.994,comparison-udp/nr_5g_embb_TcpSwift.flowmonitor
udp_burst,oversub_2to1_25g,TcpBbr,12500.0,0.009,3,49153/5000,7519.97,0.6016,0.0479,0.0004,0.0248,0.9993,comparison-udp/oversub_2to1_25g_TcpBbr.flowmonitor
udp_burst,oversub_2to1_25g,TcpCubic,12500.0,0.009,3,49153/5000,7520.45,0.6016,0.0486,0.0006,0.0247,0.9996,comparison-udp/oversub_2to1_25g_TcpCubic.flowmonitor
udp_burst,oversub_2to1_25g,TcpNewReno,12500.0,0.009,3,49153/5000,7448.64,0.5959,0.0474,0.0004,0.0302,0.9999,comparison-udp/oversub_2to1_25g_TcpNewReno.flowmonitor
udp_burst,oversub_2to1_25g,TcpSwift,12500.0,0.009,3,49153/5000,7784.05,0.6227,0.0477,0.0004,0.0241,1.0,comparison-udp/oversub_2to1_25g_TcpSwift.flowmonitor
udp_burst,oversub_2to1_50g,TcpBbr,25000.0,0.009,3,49153/5000,14940.57,0.5976,0.0276,0.0001,0.0333,0.9976,comparison-udp/oversub_2to1_50g_TcpBbr.flowmonitor
udp_burst,oversub_2to1_50g,TcpCubic,25000.0,0.009,3,49153/5000,14593.33,0.5837,0.0258,0.0001,0.0337,0.9982,comparison-udp/oversub_2to1_50g_TcpCubic.flowmonitor
udp_burst,oversub_2to1_50g,TcpNewReno,25000.0,0.009,3,49153/5000,14535.62,0.5814,0.0269,0.0003,0.0296,0.9984,comparison-udp/oversub_2to1_50g_TcpNewReno.flowmonitor
udp_burst,oversub_2to1_50g,TcpSwift,25000.0,0.009,3,49153/5000,15503.1,0.6201,0.0273,0.0001,0.0301,0.9998,comparison-udp/oversub_2to1_50g_TcpSwift.flowmonitor
udp_burst,oversub_4to1_10g,TcpBbr,2500.0,0.009,3,49153/5000,1466.63,0.5867,0.1971,0.0025,0.0327,0.9968,comparison-udp/oversub_4to1_10g_TcpBbr.flowmonitor
udp_burst,oversub_4to1_10g,TcpCubic,2500.0,0.009,3,49153/5000,1483.35,0.5933,0.2048,0.0021,0.0263,0.9987,comparison-udp/oversub_4to1_10g_TcpCubic.flowmonitor
udp_burst,oversub_4to1_10g,TcpNewReno,2500.0,0.009,3,49153/5000,1468.02,0.5872,0.2085,0.0015,0.0323,0.9978,comparison-udp/oversub_4to1_10g_TcpNewReno.flowmonitor
udp_burst,oversub_4to1_10g,TcpSwift,2500.0,0.009,3,49153/5000,1541.8,0.6167,0.2021,0.002,0.0343,0.9999,comparison-udp/oversub_4to1_10g_TcpSwift.flowmonitor
udp_burst,oversub_4to1_40g,TcpBbr,10000.0,0.009,3,49153/5000,5758.42,0.5758,0.0482,0.0003,0.0294,0.9996,comparison-udp/oversub_4to1_40g_TcpBbr.flowmonitor
udp_burst,oversub_4to1_40g,TcpCubic,10000.0,0.009,3,49153/5000,5785.54,0.5786,0.0488,0.0005,0.0208,0.9979,comparison-udp/oversub_4to1_40g_TcpCubic.flowmonitor
udp_burst,oversub_4to1_40g,TcpNewReno,10000.0,0.009,3,49153/5000,5668.83,0.5669,0.0502,0.0004,0.0171,0.9959,comparison-udp/oversub_4to1_40g_TcpNewReno.flowmonitor
udp_burst,oversub_4to1_40g,TcpSwift,10000.0,0.009,3,49153/5000,6024.37,0.6024,0.0469,0.0004,0.0201,0.9989,comparison-udp/oversub_4to1_40g_TcpSwift.flowmonitor
udp_burst,rdma_like_25g,TcpBbr,25000.0,0.002,3,49153/5000,14894.25,0.5958,0.0193,0.0001,0.0332,0.9985,comparison-udp/rdma_like_25g_TcpBbr.flowmonitor
udp_burst,rdma_like_25g,TcpCubic,25000.0,0.002,3,49153/5000,15244.3,0.6098,0.0211,0.0003,0.03,0.9976,comparison-udp/rdma_like_25g_TcpCubic.flowmonitor
udp_burst,rdma_like_25g,TcpNewReno,25000.0,0.002,3,49153/5000,14350.48,0.574,0.0186,0.0002,0.0288,0.9969,comparison-udp/rdma_like_25g_TcpNewReno.flowmonitor
udp_burst,rdma_like_25g,TcpSwift,25000.0,0.002,3,49153/5000,15611.67,0.6245,0.0187,0.0002,0.0279,0.9992,comparison-udp/rdma_like_25g_TcpSwift.flowmonitor
udp_burst,rdma_like_50g,TcpBbr,50000.0,0.002,3,49153/5000,28768.73,0.5754,0.0106,0.0001,0.0247,0.9997,comparison-udp/rdma_like_50g_TcpBbr.flowmonitor
udp_burst,rdma_like_50g,TcpCubic,50000.0,0.002,3,49153/5000,29664.83,0.5933,0.0115,0.0001,0.0346,0.9998,comparison-udp/rdma_like_50g_TcpCubic.flowmonitor
udp_burst,rdma_like_50g,TcpNewReno,50000.0,0.002,3,49153/5000,29279.52,0.5856,0.0119,0.0001,0.0352,0.9966,comparison-udp/rdma_like_50g_TcpNewReno.flowmonitor
udp_burst,rdma_like_50g,TcpSwift,50000.0,0.002,3,49153/5000,31174.73,0.6235,0.0116,0.0001,0.0364,0.9995,comparison-udp/rdma_like_50g_TcpSwift.flowmonitor
udp_burst,satellite_geo,TcpBbr,10.0,320.0,3,49153/5000,5.47,0.5473,363.1521,4.1668,0.0326,0.9951,comparison-udp/satellite_geo_TcpBbr.flowmonitor
udp_burst,satellite_geo,TcpCubic,10.0,320.0,3,49153/5000,5.4,0.5396,354.5227,5.297,0.0331,0.9877,comparison-udp/satellite_geo_TcpCubic.flowmonitor
udp_burst,satellite_geo,TcpNewReno,10.0,320.0,3,49153/5000,5.13,0.5132,381.743,2.4107,0.0348,0.9934,comparison-udp/satellite_geo_TcpNewReno.flowmonitor
udp_burst,satellite_geo,TcpSwift,10.0,320.0,3,49153/5000,5.65,0.5648,361.4639,3.883,0.0316,0.9967,comparison-udp/satellite_geo_TcpSwift.flowmonitor
udp_burst,satellite_leo,TcpBbr,150.0,29.0,3,49153/5000,86.82,0.5788,32.1254,0.1801,0.0281,0.9984,comparison-udp/satellite_leo_TcpBbr.flowmonitor
udp_burst,satellite_leo,TcpCubic,150.0,29.0,3,49153/5000,88.86,0.5924,32.9294,0.3423,0.0408,0.9955,comparison-udp/satellite_leo_TcpCubic.flowmonitor
udp_burst,satellite_leo,TcpNewReno,150.0,29.0,3,49153/5000,85.46,0.5697,32.5294,0.2439,0.0341,0.993,comparison-udp/satellite_leo_TcpNewReno.flowmonitor
udp_burst,satellite_leo,TcpSwift,150.0,29.0,3,49153/5000,93.58,0.6239,32.1685,0.252,0.0311,0.9985,comparison-udp/satellite_leo_TcpSwift.flowmonitor
udp_burst,symmetric_low,TcpBbr,1000.0,0.03,3,49153/5000,602.92,0.6029,0.5157,0.0024,0.0284,0.9996,comparison-udp/symmetric_low_TcpBbr.flowmonitor
udp_burst,symmetric_low,TcpCubic,1000.0,0.03,3,49153/5000,583.33,0.5833,0.4691,0.0021,0.0329,1.0,comparison-udp/symmetric_low_TcpCubic.flowmonitor
udp_burst,symmetric_low,TcpNewReno,1000.0,0.03,3,49153/5000,592.55,0.5926,0.4878,0.0025,0.032,0.9983,comparison-udp/symmetric_low_TcpNewReno.flowmonitor
udp_burst,symmetric_low,TcpSwift,1000.0,0.03,3,49153/5000,627.18,0.6272,0.4687,0.0023,0.0348,0.9993,comparison-udp/symmetric_low_TcpSwift.flowmonitor
udp_burst,wan_longhaul,TcpBbr,1000.0,26.0,3,49153/5000,549.69,0.5497,26.2279,0.3104,0.0269,0.9991,comparison-udp/wan_longhaul_TcpBbr.flowmonitor
udp_burst,wan_longhaul,TcpCubic,1000.0,26.0,3,49153/5000,563.1,0.5631,26.2204,0.2571,0.0321,0.9962,comparison-udp/wan_longhaul_TcpCubic.flowmonitor
udp_burst,wan_longhaul,TcpNewReno,1000.0,26.0,3,49153/5000,527.01,0.527,27.4719,0.07,0.0195,0.9969,comparison-udp/wan_longhaul_TcpNewReno.flowmonitor
udp_burst,wan_longhaul,TcpSwift,1000.0,26.0,3,49153/5000,576.45,0.5765,26.1729,0.2414,0.0246,0.9993,comparison-udp/wan_longhaul_TcpSwift.flowmonitor
udp_burst,wan_metro,TcpBbr,1000.0,2.2,3,49153/5000,575.69,0.5757,2.6931,0.0256,0.0297,0.9871,comparison-udp/wan_metro_TcpBbr.flowmonitor
udp_burst,wan_metro,TcpCubic,1000.0,2.2,3,49153/5000,574.74,0.5747,2.6247,0.017,0.0325,0.9983,comparison-udp/wan_metro_TcpCubic.flowmonitor
udp_burst,wan_metro,TcpNewReno,1000.0,2.2,3,49153/5000,570.59,0.5706,2.7472,0.0307,0.0331,0.9976,comparison-udp/wan_metro_TcpNewReno.flowmonitor
udp_burst,wan_metro,TcpSwift,1000.0,2.2,3,49153/5000,591.17,0.5912,2.6091,0.0247,0.0288,0.9993,comparison-udp/wan_metro_TcpSwift.flowmonitor
udp_burst,wifi_ac,TcpBbr,400.0,7.0,3,49153/5000,223.46,0.5586,7.7847,0.0755,0.0184,0.9955,comparison-udp/wifi_ac_TcpBbr.flowmonitor
udp_burst,wifi_ac,TcpCubic,400.0,7.0,3,49153/5000,231.78,0.5794,8.2744,0.093,0.029,0.9931,comparison-udp/wifi_ac_TcpCubic.flowmonitor
udp_burst,wifi_ac,TcpNewReno,400.0,7.0,3,49153/5000,228.74,0.5718,8.5487,0.0222,0.0198,0.999,comparison-udp/wifi_ac_TcpNewReno.flowmonitor
udp_burst,wifi_ac,TcpSwift,400.0,7.0,3,49153/5000,243.85,0.6096,8.0394,0.0761,0.0168,0.999,comparison-udp/wifi_ac_TcpSwift.flowmonitor
udp_burst,wifi_ax,TcpBbr,600.0,5.0,3,49153/5000,350.75,0.5846,5.6349,0.04,0.0231,0.9987,comparison-udp/wifi_ax_TcpBbr.flowmonitor
udp_burst,wifi_ax,TcpCubic,600.0,5.0,3,49153/5000,364.29,0.6072,5.9882,0.0284,0.0384,0.9981,comparison-udp/wifi_ax_TcpCubic.flowmonitor
udp_burst,wifi_ax,TcpNewReno,600.0,5.0,3,49153/5000,349.78,0.583,5.9319,0.0832,0.0333,0.9984,comparison-udp/wifi_ax_TcpNewReno.flowmonitor
udp_burst,wifi_ax,TcpSwift,600.0,5.0,3,49153/5000,374.14,0.6236,5.9055,0.0417,0.0315,0.998,comparison-udp/wifi_ax_TcpSwift.flowmonitor
udp_burst,wifi_legacy,TcpBbr,10.0,30.0,3,49153/5000,5.37,0.5374,74.6553,0.9496,0.0332,0.9946,comparison-udp/wifi_legacy_TcpBbr.flowmonitor
udp_burst,wifi_legacy,TcpCubic,10.0,30.0,3,49153/5000,5.41,0.5413,75.5891,0.4176,0.033,0.9995,comparison-udp/wifi_legacy_TcpCubic.flowmonitor
udp_burst,wifi_legacy,TcpNewReno,10.0,30.0,3,49153/5000,5.22,0.522,73.6775,0.4465,0.0342,0.9993,comparison-udp/wifi_legacy_TcpNewReno.flowmonitor
udp_burst,wifi_legacy,TcpSwift,10.0,30.0,3,49153/5000,5.7,0.5702,73.3687,0.4378,0.0313,0.998,comparison-udp/wifi_legacy_TcpSwift.flowmonitor
udp_burst,wifi_n,TcpBbr,50.0,14.0,3,49153/5000,29.16,0.5833,22.5031,0.1784,0.0245,0.999,comparison-udp/wifi_n_TcpBbr.flowmonitor
udp_burst,wifi_n,TcpCubic,50.0,14.0,3,49153/5000,29.09,0.5818,23.9405,0.2922,0.0225,0.9972,comparison-udp/wifi_n_TcpCubic.flowmonitor
udp_burst,wifi_n,TcpNewReno,50.0,14.0,3,49153/5000,27.51,0.5502,22.7683,0.1349,0.0303,0.9979,comparison-udp/wifi_n_TcpNewReno.flowmonitor
udp_burst,wifi_n,TcpSwift,50.0,14.0,3,49153/5000,30.15,0.603,23.1328,0.1635,0.0257,0.9975,comparison-udp/wifi_n_TcpSwift.flowmonitor
